pageid,title,name
729685,Henrik Marstal,Henrik Marstal
423501,Niels Marthinsen,Niels Marthinsen
423612,Leif Martinussen,Leif Martinussen
91860,Jomi Massage,Jomi Massage
850549,Ole Matthiessen,Ole Matthiessen
460107,Frederik Matthison-Hansen,Frederik Matthison-Hansen
349777,Gottfred Matthison-Hansen,Gottfred Matthison-Hansen
349490,Hans Matthison-Hansen,Hans Matthison-Hansen
424810,Waage Matthison-Hansen,Waage Matthison-Hansen
211669,Carl Viggo Meincke,Carl Viggo Meincke
459746,Elisabeth Meyer,Elisabeth Meyer
199847,Mikkel Meyer,Mikkel Meyer
459776,Peder Mandrup Meyer,Peder Mandrup Meyer
655442,Michael A.J.,Michael A.J.
560441,Otto Mikkelsen,Otto Mikkelsen
338677,Leslie Ming,Leslie Ming
459970,Sextus Miskow,Sextus Miskow
1171217,ML Buch,ML Buch
460185,Benna Moe,Benna Moe
48870,John Mogensen,John Mogensen
52000,Otto Mortensen,Otto Mortensen
1144573,Tage Mortensen,Tage Mortensen
256331,Erik Moseholm,Erik Moseholm
345514,Jurij Moskvitin,Jurij Moskvitin
1053948,Katrine Muff Enevoldsen,Katrine Muff Enevoldsen
294485,Karen Mukupa,Karen Mukupa
917568,Nicolai Munch-Hansen,Nicolai Munch-Hansen
460800,C.C. Møller (musiker),C.C. Møller
281842,Michael Møller (musiker),Michael Møller
1160196,Peter Møller (komponist),Peter Møller
460843,Svend-Ove Møller,Svend-Ove Møller
966500,Alex Mørch,Alex Mørch
393154,J.H. Nebelong (organist),J.H. Nebelong
434701,Joachim Bruun de Neergaard (komponist),Joachim Bruun de Neergaard
561212,Johannes Konstantin Neergaard,Johannes Konstantin Neergaard
338081,Franz Neruda,Franz Neruda
66924,Ulrik Neumann,Ulrik Neumann
328756,Andreas P. Nielsen,Andreas P. Nielsen
3972,Carl Nielsen,Carl Nielsen
160866,Carl Nielsens værker,Carl Nielsens værker
328776,Inge-Marie Nielsen,Inge-Marie Nielsen
819196,Kai Nielsen (komponist),Kai Nielsen
51134,Ludolf Nielsen,Ludolf Nielsen
81047,Peter A.G. Nielsen,Peter A.G. Nielsen
389823,Svend Nielsen (komponist),Svend Nielsen
682535,Svend Hvidtfelt Nielsen,Svend Hvidtfelt Nielsen
463619,Tage Nielsen (komponist),Tage Nielsen
461529,Thorvald Nielsen,Thorvald Nielsen
160361,Erik Norby,Erik Norby
1153468,Anders Nordentoft,Anders Nordentoft
992138,Jesper Nordin,Jesper Nordin
340466,Heinrich von Nutzhorn,Heinrich von Nutzhorn
291752,Cora Nyegaard,Cora Nyegaard
51101,Per Nørgård,Per Nørgård
76533,Ib Nørholm,Ib Nørholm
236787,Morten Okbo,Morten Okbo
285500,Thomas Agerfeldt Olesen,Thomas Agerfeldt Olesen
327674,Morten Olsen (komponist),Morten Olsen
464458,Otto Olsen (musiker),Otto Olsen
1145280,Josefine Opsahl,Josefine Opsahl
464445,Albert Orth,Albert Orth
187158,Else Marie Pade,Else Marie Pade
373010,Steen Pade,Steen Pade
1058449,Kewan Pádre,Kewan Pádre
1168526,Thomas Pakula,Thomas Pakula
663269,Johan-Gottfried Wilhelm Palschau,Johan-Gottfried Wilhelm Palschau
659233,Martin Palsmar,Martin Palsmar
879058,Andy Pape,Andy Pape
245040,Holger Simon Paulli,Holger Simon Paulli
287731,Ivan Pedersen,Ivan Pedersen
826385,Leif Pedersen,Leif Pedersen
38667,Mogens Pedersøn,Mogens Pedersøn
202068,Tommy Petersen,Tommy Petersen
450407,Knud Pheiffer,Knud Pheiffer
711094,Hans-Erik Philip,Hans-Erik Philip
379405,Jørgen Plaetner,Jørgen Plaetner
263870,James Price (komponist),James Price
958096,Jesper Ranum,Jesper Ranum
150002,Christian Joseph Rasmussen,Christian Joseph Rasmussen
990277,Ellen Birgitte Rasmussen,Ellen Birgitte Rasmussen
285749,Karl Aage Rasmussen,Karl Aage Rasmussen
1011275,Anton Rée,Anton Rée
256082,Emil Reesen,Emil Reesen
417257,Søren Reiff,Søren Reiff
1142975,Michael Rexen,Michael Rexen
361746,David Riddell,David Riddell
784837,Amdi Riis,Amdi Riis
60115,Jakob Riis (komponist),Jakob Riis
1138806,Adolf Riis-Magnussen,Adolf Riis-Magnussen
166463,Knudåge Riisager,Knudåge Riisager
253722,Oluf Ring,Oluf Ring
250871,Emil Robert-Hansen,Emil Robert-Hansen
253107,Kjell Roikjer,Kjell Roikjer
368811,Kai Rosenberg,Kai Rosenberg
646447,Vilhelm Rosenberg,Vilhelm Rosenberg
714465,Peter Rosendal,Peter Rosendal
270406,Leopold Rosenfeld,Leopold Rosenfeld
496318,Orla Rosenhoff,Orla Rosenhoff
76513,Poul Ruders,Poul Ruders
823959,Jens Rugsted,Jens Rugsted
341293,Frederik Rung,Frederik Rung
196575,Henrik Rung,Henrik Rung
342016,Paul Rung-Keller,Paul Rung-Keller
149291,Morten Ræhs den yngre,Morten Ræhs den yngre
279805,Hanne Rømer,Hanne Rømer
285643,Niels Rønsholdt,Niels Rønsholdt
432808,Safir (sanger),Safir
429042,Kim Sagild,Kim Sagild
269219,Thomas Sandberg,Thomas Sandberg
482675,Maria Savery,Maria Savery
110780,Kongelige kammersangere,Kongelige kammersangere
1157675,Kay Abrahamsen,Kay Abrahamsen
261627,Hanna Allin,Hanna Allin
63449,Stig Fogh Andersen,Stig Fogh Andersen
977861,Lisbeth Balslev,Lisbeth Balslev
449897,Gert Bastian,Gert Bastian
249618,Per Biørn,Per Biørn
251508,Holger Boland,Holger Boland
409190,Henriette Bonde-Hansen,Henriette Bonde-Hansen
250691,Charlotte Bournonville,Charlotte Bournonville
159027,Else Brems,Else Brems
562778,Marguerite Brián-Schwarck,Marguerite Brián-Schwarck
251219,Edith Brodersen,Edith Brodersen
249826,Johanne Brun,Johanne Brun
249619,Holger Bruusgaard,Holger Bruusgaard
648385,Sine Bundgaard,Sine Bundgaard
249620,Holger Byrding,Holger Byrding
362478,Sten Byriel,Sten Byriel
691398,Ingeborg Børch,Ingeborg Børch
281741,Jørgen Ole Børch,Jørgen Ole Børch
523125,Henrik Krogh Christensen,Henrik Krogh Christensen
85637,Ulrik Cold,Ulrik Cold
249857,Peter Cornelius (operasanger),Peter Cornelius
284436,Otto Detlefsen,Otto Detlefsen
250151,Elisabeth Dons,Elisabeth Dons
106411,Édouard du Puy,Édouard du Puy
1080388,Julius Døcker,Julius Døcker
257108,Mette Ejsing,Mette Ejsing
668626,Susanne Elmark,Susanne Elmark
63446,Poul Elming,Poul Elming
1169298,Birgit Engell,Birgit Engell
248968,Margherita Flor,Margherita Flor
220480,Ida Henriette da Fonseca,Ida Henriette da Fonseca
656647,Ejnar Forchhammer,Ejnar Forchhammer
278662,Catharine Frydendahl,Catharine Frydendahl
563811,Lene Funder,Lene Funder
248965,Johannes Fønss,Johannes Fønss
295740,Jørgen Fønss,Jørgen Fønss
63205,Aage Fønss,Aage Fønss
240909,Carl Ludvig Gerlach,Carl Ludvig Gerlach
241417,Leocadie Gerlach,Leocadie Gerlach
990347,Helene Gjerris,Helene Gjerris
976316,Sibylle Glosted,Sibylle Glosted
726848,Edith Guillaume,Edith Guillaume
248963,Ruth Guldbæk,Ruth Guldbæk
79372,Ib Hansen (operasanger),Ib Hansen
249626,Ingeborg Nørregaard Hansen,Ingeborg Nørregaard Hansen
206235,Jens Bruno Hansen,Jens Bruno Hansen
24081,Lilian Weber Hansen,Lilian Weber Hansen
249627,Niels Hansen (operasanger),Niels Hansen
120479,Ove Verner Hansen,Ove Verner Hansen
250873,Willy Hartmann,Willy Hartmann
110798,Aage Haugland,Aage Haugland
522012,Mathias Hedegaard,Mathias Hedegaard
420995,Kirsten Hermansen,Kirsten Hermansen
100471,Vilhelm Herold,Vilhelm Herold
257569,Tove Hyldgaard,Tove Hyldgaard
249629,Albert Høeberg,Albert Høeberg
248966,Stefan Islandi,Stefan Islandi
249306,Marius Jacobsen,Marius Jacobsen
1019796,Sofie Elkjær Jensen,Sofie Elkjær Jensen
251512,Eva Johansson,Eva Johansson
250148,Sophie Keller,Sophie Keller
106784,Tina Kiberg,Tina Kiberg
210494,Palle Kibsgaard,Palle Kibsgaard
126749,Joachim Knop,Joachim Knop
250701,Lone Koppel,Lone Koppel
249631,Tenna Kraft,Tenna Kraft
417348,Boline Margrethe Kragh,Boline Margrethe Kragh
249849,Johanne Krarup-Hansen,Johanne Krarup-Hansen
249625,Lilly Lamprecht,Lilly Lamprecht
203000,Tonny Landy,Tonny Landy
248964,Dorothy Larsen,Dorothy Larsen
712891,Dorthe Elsebet Larsen,Dorthe Elsebet Larsen
420850,Morten Frank Larsen,Morten Frank Larsen
268579,Frans Lasson,Frans Lasson
466022,Claus Lembek,Claus Lembek
149066,Ellen Winther Lembourn,Ellen Winther Lembourn
249831,Margrethe Lendrop,Margrethe Lendrop
250695,Anna Levinsohn,Anna Levinsohn
449699,Peter Lodahl,Peter Lodahl
1066692,Kristine Becker Lund,Kristine Becker Lund
353205,Arne Lundemann,Arne Lundemann
863167,Augusta Lütken,Augusta Lütken
1019533,Mikael Melbye,Mikael Melbye
191638,Lauritz Melchior,Lauritz Melchior
565373,Stephen Milling,Stephen Milling
249852,Ida Møller,Ida Møller
257112,Niels Møller (operasanger),Niels Møller
407860,Anna Nielsen (skuespiller),Anna Nielsen
910944,Caroline Nielsen,Caroline Nielsen
248342,Inga Nielsen,Inga Nielsen
249843,Helge Nissen,Helge Nissen
766211,Per Bach Nissen,Per Bach Nissen
185433,Bent Norup,Bent Norup
453620,Minna Nyhus,Minna Nyhus
984579,Claus Nørby,Claus Nørby
249315,Einar Nørby,Einar Nørby
248251,Edith Oldrup,Edith Oldrup
107449,Guido Paevatalu,Guido Paevatalu
251515,Ticho Parly,Ticho Parly
292796,Nina Pavlovski,Nina Pavlovski
861163,Andrea Pellegrini,Andrea Pellegrini
996587,Ann Petersen,Ann Petersen
1168964,Gurli Plesner,Gurli Plesner
1091974,Hedevig Quiding,Hedevig Quiding
423033,Julie Reumert,Julie Reumert
203670,Johan Reuter,Johan Reuter
550386,Niels Jørgen Riis,Niels Jørgen Riis
257106,Leif Roar,Leif Roar
15784,Helge Rosvænge,Helge Rosvænge
1095428,Louise Sahlgreen,Louise Sahlgreen
7252,Aksel Schiøtz,Aksel Schiøtz
420075,Erik Schmedes,Erik Schmedes
1154740,Monna Schoubye,Monna Schoubye
250152,Peter Schram,Peter Schram
252015,Kirsten Schultz,Kirsten Schultz
433259,Ulla Sell,Ulla Sell
250422,Giuseppe Siboni,Giuseppe Siboni
249304,Catharine Simonsen,Catharine Simonsen
249291,Niels Juel Simonsen,Niels Juel Simonsen
206202,Erik Sjøberg,Erik Sjøberg
235876,Henry Skjær,Henry Skjær
254880,Bo Skovhus,Bo Skovhus
193624,Gertrud Spliid,Gertrud Spliid
249624,Ingeborg Steffensen,Ingeborg Steffensen
248962,Otte Svendsen,Otte Svendsen
473150,A. Thorenfeld,A. Thorenfeld
248967,Thyge Thygesen,Thyge Thygesen
657106,Lisa Tjalve,Lisa Tjalve
249861,Emilie Ulrich,Emilie Ulrich
249283,Kirsten Vaupel,Kirsten Vaupel
528570,Magnus Vigilius,Magnus Vigilius
630896,Lars Waage,Lars Waage
231258,Caroline Walter,Caroline Walter
138443,Jens-Christian Wandt,Jens-Christian Wandt
252468,Kurt Westi,Kurt Westi
249622,Poul Wiedemann,Poul Wiedemann
249310,Ebba Wilton,Ebba Wilton
1050637,Sigrid Wolf-Schøller,Sigrid Wolf-Schøller
1007785,Marie Zinck,Marie Zinck
350544,Eleonora Zrza,Eleonora Zrza
110134,Daniel Andersen,Daniel Andersen
180276,Julius Bechgaard,Julius Bechgaard
195156,Erling Brene,Erling Brene
106741,Hakon Børresen,Hakon Børresen
209106,Otto Dütsch,Otto Dütsch
106560,August Enna,August Enna
111776,Jakob Fabricius,Jakob Fabricius
227774,Ingolf Gabold,Ingolf Gabold
230735,Christian Geisler,Christian Geisler
230672,Axel Grandjean,Axel Grandjean
243968,Lars Graugaard,Lars Graugaard
249824,Ebbe Hamerik,Ebbe Hamerik
106832,J.P.E. Hartmann,J.P.E. Hartmann
106823,Peter Heise,Peter Heise
258876,Gustav Helsted,Gustav Helsted
64091,Fini Henriques,Fini Henriques
262939,Mogens Winkel Holm,Mogens Winkel Holm
261437,Peder Holm (komponist),Peder Holm
11108,Vagn Holmboe,Vagn Holmboe
150490,C.F.E. Horneman,C.F.E. Horneman
261877,Johan Hye-Knudsen,Johan Hye-Knudsen
249630,Georg Høeberg,Georg Høeberg
64095,Finn Høffding,Finn Høffding
255322,Knud Jeppesen,Knud Jeppesen
203055,Paul von Klenau,Paul von Klenau
37999,Friedrich Kuhlau,Friedrich Kuhlau
38656,Rued Langgaard,Rued Langgaard
420049,Eduard Lassen,Eduard Lassen
250403,Bent Lorentzen,Bent Lorentzen
423501,Niels Marthinsen,Niels Marthinsen
3972,Carl Nielsen,Carl Nielsen
51134,Ludolf Nielsen,Ludolf Nielsen
664676,Preben Nodermann,Preben Nodermann
51101,Per Nørgård,Per Nørgård
76533,Ib Nørholm,Ib Nørholm
256082,Emil Reesen,Emil Reesen
166463,Knudåge Riisager,Knudåge Riisager
76513,Poul Ruders,Poul Ruders
374781,Siegfried Saloman,Siegfried Saloman
338270,Johann Adolph Scheibe,Johann Adolph Scheibe
249331,Svend S. Schultz,Svend S. Schultz
393871,Ludvig Schytte,Ludvig Schytte
772326,Hilda Sehested,Hilda Sehested
698947,Yngve Jan Trede,Yngve Jan Trede
244449,Tekla Griebel Wandall,Tekla Griebel Wandall
910872,Henning Wellejus,Henning Wellejus
38025,C.E.F. Weyse,C.E.F. Weyse
1123403,Richard Andersson (Bassist),Richard Andersson
229443,Ole Beich,Ole Beich
143142,Andreas Barsøe Bennetzen,Andreas Barsøe Bennetzen
1122463,Nils Brakchi,Nils Brakchi
363697,Jon Bruland,Jon Bruland
1011570,Jesper Bylling,Jesper Bylling
83268,Jesper Carlsen (bassist),Jesper Carlsen
523949,Anders Christensen (bassist),Anders Christensen
419216,Henning Pold Christensen,Henning Pold Christensen
198389,Sharlee D'Angelo,Sharlee D'Angelo
119094,Peter Danstrup,Peter Danstrup
60107,Kim Daugaard (musiker),Kim Daugaard
145558,Moussa Diallo,Moussa Diallo
1150064,Christian Dietl,Christian Dietl
192508,Chris Minh Doky,Chris Minh Doky
904642,Erik Falck,Erik Falck
1044301,Bo Feierskov,Bo Feierskov
1006271,Thomas Fonnesbæk,Thomas Fonnesbæk
350156,Niels Foss (kapelmester),Niels Foss
474118,Michael Friis (bassist),Michael Friis
891927,Søren Friis (trommeslager),Søren Friis
232039,Lennart Ginman,Lennart Ginman
785830,Franz Gottschalk,Franz Gottschalk
149914,Bo Gryholt,Bo Gryholt
975541,Niels Grønbech (musiker),Niels Grønbech
448021,Viggo Happel,Viggo Happel
236789,Jesper Haugaard,Jesper Haugaard
256277,Ludvig Hegner,Ludvig Hegner
462921,Johannes Hejl,Johannes Hejl
975954,Knut Henriksen,Knut Henriksen
139481,Peter Ingemann (musiker),Peter Ingemann
756432,Morten Jay Jakobsen,Morten Jay Jakobsen
101496,Frank Guldbæk Jensen,Frank Guldbæk Jensen
218690,Jonas Juul Jeppesen,Jonas Juul Jeppesen
256460,Kristian Jessen,Kristian Jessen
732753,Hans Lorents Johansen,Hans Lorents Johansen
139401,Wili Jønsson,Wili Jønsson
1047624,Jørgen Hein Jørgensen,Jørgen Hein Jørgensen
198041,Tommy Kejser,Tommy Kejser
235847,Anders Kjølholm,Anders Kjølholm
1024305,Kenneth Dahl Knudsen,Kenneth Dahl Knudsen
1063665,Rasmus Kærså,Rasmus Kærså
877435,Kaspar Boye Larsen,Kaspar Boye Larsen
954060,Eva Malling,Eva Malling
729685,Henrik Marstal,Henrik Marstal
281843,Jakob Millung,Jakob Millung
256331,Erik Moseholm,Erik Moseholm
994987,Flemming Muus (bassist),Flemming Muus
1046327,Terkel Møhl,Terkel Møhl
462066,Ida Nielsen,Ida Nielsen
95554,Jørgen Nielsen (bassist),Jørgen Nielsen
891928,Martin Nielsen (bassist),Martin Nielsen
495588,Gaute Niemann,Gaute Niemann
86755,Georg Olesen,Georg Olesen
975012,Flemming Ostermann,Flemming Ostermann
40523,Niels-Henning Ørsted Pedersen,Niels-Henning Ørsted Pedersen
205748,Stig Pedersen,Stig Pedersen
975174,Jon Pold,Jon Pold
910515,Nikolaj Harlis Poulsen,Nikolaj Harlis Poulsen
467614,Morten Ramsbøl,Morten Ramsbøl
437699,Hugo Rasmussen,Hugo Rasmussen
917652,Jette Schandorf,Jette Schandorf
732752,Jacob Sedlaczek,Jacob Sedlaczek
904482,Søren Seirup,Søren Seirup
415447,Asger Skjold-Rasmussen,Asger Skjold-Rasmussen
1007344,Troels Skjærbæk,Troels Skjærbæk
261709,Bo Stief,Bo Stief
142219,Jess Stæhr,Jess Stæhr
1094345,Rene Szczyrbak,Rene Szczyrbak
777890,Robin C Taylor,Robin C Taylor
994759,Nis Tyrrestrup,Nis Tyrrestrup
141736,Tømrerclaus,Tømrerclaus
214379,Ole Ulvedal,Ole Ulvedal
235803,Joachim Ussing,Joachim Ussing
433542,Morten Versner,Morten Versner
363702,Mads Vinding,Mads Vinding
747562,Johnny Voss,Johnny Voss
472498,Jørgen Werner,Jørgen Werner
106446,Johan Wohlert,Johan Wohlert
67323,Michala Petri,Michala Petri
17054,Hans Ulrik,Hans Ulrik
64091,Fini Henriques,Fini Henriques
261216,Vilhelm Christian Holm,Vilhelm Christian Holm
190151,Axel Jørgensen (komponist),Axel Jørgensen
756078,Bernhard Rosenbaum,Bernhard Rosenbaum
455445,Fritz Bendix,Fritz Bendix
715049,Erling Bløndal Bengtsson,Erling Bløndal Bengtsson
106218,Karl Bjarnhof,Karl Bjarnhof
432721,Kim Bohr,Kim Bohr
386614,Andreas Brantelid,Andreas Brantelid
201913,Asger Lund Christiansen,Asger Lund Christiansen
619905,Johan Philip Degen,Johan Philip Degen
776576,Joseph Frøhlich,Joseph Frøhlich
468878,Michaela Fukačová,Michaela Fukačová
223156,Frederik Christian Funck,Frederik Christian Funck
51116,Louis Glass,Louis Glass
256203,Anton Hegner,Anton Hegner
260463,Robert Henriques,Robert Henriques
261877,Johan Hye-Knudsen,Johan Hye-Knudsen
189836,Thomas Jensen (dirigent),Thomas Jensen
797742,Christian Kellermann,Christian Kellermann
776517,Søren Kuhlau,Søren Kuhlau
729685,Henrik Marstal,Henrik Marstal
285500,Thomas Agerfeldt Olesen,Thomas Agerfeldt Olesen
464458,Otto Olsen (musiker),Otto Olsen
1145280,Josefine Opsahl,Josefine Opsahl
250871,Emil Robert-Hansen,Emil Robert-Hansen
470765,Albert Rüdinger,Albert Rüdinger
150585,Peder Schall,Peder Schall
254876,Nils Schiørring,Nils Schiørring
846246,Henrik Vissing Schytte,Henrik Vissing Schytte
860932,Martin Seeberg,Martin Seeberg
1154034,Troels Svane,Troels Svane
316226,Torben Anton Svendsen,Torben Anton Svendsen
1064952,Henrik Dam Thomsen,Henrik Dam Thomsen
408009,Cæcilie Trier,Cæcilie Trier
141736,Tømrerclaus,Tømrerclaus
200901,Morten Zeuthen,Morten Zeuthen
1169020,Bine Bryndorf,Bine Bryndorf
323321,Lars Ulrik Mortensen,Lars Ulrik Mortensen
203141,Niels Schiørring,Niels Schiørring
698947,Yngve Jan Trede,Yngve Jan Trede
141324,Peter Bastian,Peter Bastian
253107,Kjell Roikjer,Kjell Roikjer
108402,Joachim Andersen (musiker),Joachim Andersen
364598,Vigo Andersen,Vigo Andersen
116726,Henrik Wenzel Andreasen,Henrik Wenzel Andreasen
174917,Aske Bentzon,Aske Bentzon
253111,Johan Bentzon,Johan Bentzon
251462,Poul Birkelund,Poul Birkelund
776508,Peter Christian Bruun,Peter Christian Bruun
763720,Christina von Bülow,Christina von Bülow
285183,Toke Lund Christiansen,Toke Lund Christiansen
472510,Torben Enghoff,Torben Enghoff
776576,Joseph Frøhlich,Joseph Frøhlich
174965,Hans Gammeltoft-Hansen,Hans Gammeltoft-Hansen
253987,Holger Gilbert-Jespersen,Holger Gilbert-Jespersen
243968,Lars Graugaard,Lars Graugaard
437283,Paul Hagemann,Paul Hagemann
258464,Carl Helsted,Carl Helsted
142600,Niels Peter Jensen (komponist),Niels Peter Jensen
409028,Simon Jensen,Simon Jensen
285880,Thomas Jensen (fløjtenist),Thomas Jensen
776564,Gottlob Friedrich Kittler,Gottlob Friedrich Kittler
763493,Franz Lemsser,Franz Lemsser
199004,Tine Lilholt,Tine Lilholt
278913,Ulla Miilmann,Ulla Miilmann
492510,Verner Nicolet,Verner Nicolet
776570,Peter Friderich Nyborg,Peter Friderich Nyborg
776695,Jørgen Petersen (fløjtenist),Jørgen Petersen
776687,Niels Petersen (fløjtenist),Niels Petersen
470093,Henrik Plötz,Henrik Plötz
149291,Morten Ræhs den yngre,Morten Ræhs den yngre
703924,Valdemar Schiøtt,Valdemar Schiøtt
860932,Martin Seeberg,Martin Seeberg
776512,Philip Seydler,Philip Seydler
390623,Lise Stolarczyk,Lise Stolarczyk
732095,Erik Thomsen (fløjtenist),Erik Thomsen
342874,Hans Hinrich Zielche,Hans Hinrich Zielche
708019,Dan Andersen,Dan Andersen
271317,David Krogh Andersen,David Krogh Andersen
1078087,Søren Andersen (musiker),Søren Andersen
160308,Kasper Bai,Kasper Bai
233022,Henrik Balling,Henrik Balling
458792,Jens Bang-Rasmussen,Jens Bang-Rasmussen
887687,Paul Banks,Paul Banks
421198,Jakob Batten,Jakob Batten
144298,Franz Beckerlee,Franz Beckerlee
229443,Ole Beich,Ole Beich
735146,Elias Bender Rønnenfelt,Elias Bender Rønnenfelt
174917,Aske Bentzon,Aske Bentzon
277709,Jacob Binzer,Jacob Binzer
525778,Michelle Birkballe,Michelle Birkballe
489461,Peter Brander,Peter Brander
86749,Steffen Brandt,Steffen Brandt
235849,Thomas Bredahl,Thomas Bredahl
442876,Jakob Bro,Jakob Bro
209816,Anders Bruus,Anders Bruus
43910,Tim Christensen,Tim Christensen
477643,Billy Cross,Billy Cross
205571,Søffren Degen,Søffren Degen
207112,Nathanael Diesel,Nathanael Diesel
939192,Jacob Dinesen,Jacob Dinesen
33453,Povl Dissing,Povl Dissing
443629,Cecilie Dyrberg,Cecilie Dyrberg
144265,Pierre Dørge,Pierre Dørge
86895,Kasper Eistrup,Kasper Eistrup
1065586,Casper Esmann,Casper Esmann
292651,René Evald,René Evald
41491,Søs Fenger,Søs Fenger
334154,Jacob Fischer,Jacob Fischer
904269,Ole Frimer,Ole Frimer
139483,Per Chr. Frost,Per Chr. Frost
785830,Franz Gottschalk,Franz Gottschalk
231394,Jørn Grauengaard,Jørn Grauengaard
644609,Anders Greis,Anders Greis
170748,Thomas Grue,Thomas Grue
153256,Steen Grøntved,Steen Grøntved
1075836,Alex Gullach,Alex Gullach
1150048,Jacob Gurevitsch,Jacob Gurevitsch
282721,Poul Halberg,Poul Halberg
259924,Lars Hannibal,Lars Hannibal
854063,Jacob Hansen,Jacob Hansen
198051,Johnny Hansen (musiker),Johnny Hansen
105375,Michael Hardinger,Michael Hardinger
240380,Hilmer Hassig,Hilmer Hassig
94850,Niels Hausgaard,Niels Hausgaard
257301,Lars Hegaard,Lars Hegaard
975954,Knut Henriksen,Knut Henriksen
558663,Nils Henriksen,Nils Henriksen
932096,Ole Heyde,Ole Heyde
946238,Casper Holm,Casper Holm
41374,Benny Holst,Benny Holst
500394,Ivan Horn,Ivan Horn
360044,Mattias Hundebøll,Mattias Hundebøll
799553,Lars Hybel,Lars Hybel
507865,Lau Højen,Lau Højen
54833,Jørgen Ingmann,Jørgen Ingmann
71598,Aske Jacoby,Aske Jacoby
41207,Finn Jensen (musiker),Finn Jensen
888594,Troels Jensen,Troels Jensen
1007917,Jørn Jeppesen (musiker),Jørn Jeppesen
738144,Søren Dahl Jeppesen,Søren Dahl Jeppesen
988716,Torben Johansen (musiker),Torben Johansen
145556,Peer Frost Johansson,Peer Frost Johansson
466280,Kaspar Jolin,Kaspar Jolin
738167,Danny Jungslund,Danny Jungslund
148719,Rasmus Kern,Rasmus Kern
78125,Ole Kibsgaard,Ole Kibsgaard
204896,Rune Kjeldsen,Rune Kjeldsen
29634,Povl Kjøller,Povl Kjøller
972901,Michael Kolster,Michael Kolster
51436,Søren Kragh-Jacobsen,Søren Kragh-Jacobsen
946475,Michael Kratz,Michael Kratz
697052,Stig Kreutzfeldt,Stig Kreutzfeldt
912969,Sebastian T.W. Kristiansen,Sebastian T.W. Kristiansen
383690,Anders Lampe,Anders Lampe
31493,Kim Larsen,Kim Larsen
123421,Søren Sebber Larsen,Søren Sebber Larsen
420625,Frederik Carl Lemming,Frederik Carl Lemming
1002530,Kenn Lending,Kenn Lending
86752,Hans Erik Lerchenfeld,Hans Erik Lerchenfeld
193363,Kristian Lilholt,Kristian Lilholt
53521,Lars Lilholt,Lars Lilholt
156059,Danny Linde,Danny Linde
751559,Kristian Luc,Kristian Luc
191742,Johnny Thingsager Madsen,Johnny Thingsager Madsen
975564,Paul Meyendorff,Paul Meyendorff
975935,Mikael Miller,Mikael Miller
1141832,Ole Molin,Ole Molin
1160920,Lars Maasbøl,Lars Maasbøl
308574,Erling Møldrup,Erling Møldrup
140551,Stig Møller,Stig Møller
324170,Gitte Naur,Gitte Naur
66924,Ulrik Neumann,Ulrik Neumann
974469,Nikoline (rapper),Nikoline
471980,Mikkel Nordsø,Mikkel Nordsø
96948,Kaare Norge,Kaare Norge
98103,Rasmus Nøhr,Rasmus Nøhr
1072130,Christian Nørgaard (guitarist),Christian Nørgaard
236787,Morten Okbo,Morten Okbo
201104,Finn Olafsson,Finn Olafsson
401727,Ingolf Olsen,Ingolf Olsen
201502,FS Orlonn,FS Orlonn
214978,Ole Ousen,Ole Ousen
975068,Mehmet Ozan,Mehmet Ozan
472513,Even Pedersen,Even Pedersen
942845,Carl Emil Petersen,Carl Emil Petersen
231526,Michael Poulsen,Michael Poulsen
417257,Søren Reiff,Søren Reiff
178954,Kristian Riis (guitarist),Kristian Riis
560398,Jacob Riis-Olsen,Jacob Riis-Olsen
236984,Thorvald Rischel,Thorvald Rischel
185120,Jens Runge,Jens Runge
150585,Peder Schall,Peder Schall
1080167,Niklas Schneidermann,Niklas Schneidermann
827784,Hank Shermann,Hank Shermann
515129,Christian Sievert,Christian Sievert
138308,Niels Skousen,Niels Skousen
225632,Anne Vig Skoven,Anne Vig Skoven
231642,Karsten Skovgaard,Karsten Skovgaard
783725,Troels Skovgaard,Troels Skovgaard
427801,Johnny Stage,Johnny Stage
149310,Uffe Steen,Uffe Steen
151726,Henrik Strube,Henrik Strube
178941,Henning Stærk,Henning Stærk
786586,Andy Sundstrøm,Andy Sundstrøm
139404,Steen Svare,Steen Svare
413133,Christian Svendsen (billedhugger),Christian Svendsen
777890,Robin C Taylor,Robin C Taylor
127959,Asger Techau,Asger Techau
975925,John Teglgaard,John Teglgaard
490156,Telestjernen,Telestjernen
139739,Peter Thorup,Peter Thorup
888399,Jan Toftlund,Jan Toftlund
224652,Lars Top-Galia,Lars Top-Galia
374871,Palle Torp,Palle Torp
204880,Lars Trier,Lars Trier
300771,Simon Troelsgaard,Simon Troelsgaard
438478,Henrik Tvede,Henrik Tvede
141736,Tømrerclaus,Tømrerclaus
736287,Mika Vandborg,Mika Vandborg
931130,Alex Vargas,Alex Vargas
193358,Gert Vincent,Gert Vincent
123016,Peter Viskinde,Peter Viskinde
485912,Rasmus Walter,Rasmus Walter
161758,Tue West,Tue West
783556,Johan Wieth,Johan Wieth
786078,Carsten Wind,Carsten Wind
477943,Arne Würgler,Arne Würgler
425222,Søren Zahle Schou,Søren Zahle Schou
380230,Annika Aakjær,Annika Aakjær
956822,Agnes Christine Dahl,Agnes Christine Dahl
