title,textlist
Beta Satan,"['beta', 'satan', 'er', 'et', 'aarhusiansk', 'band', 'bestående', 'primært', 'af', 'medlemmer', 'fra', 'the', 'malpractice', 'og', 'hedengangne', 'tiger', 'tunes', 'bandet', 'har', 'eksisteret', 'siden', 'i', 'udgav', 'playrec', 'en', 'splitsingle', 'med', 'beta', 'satan', 'og', 'lack', 'hvorefter', 'at', 'crunchy', 'frog', 'signede', 'bandet', 'året', 'efter', 'udkom', 'debutalbummet', 'girls']"
Bifrost (musikgruppe),"['denne', 'artikel', 'omhandler', 'orkestret', 'bifrost', 'for', 'andre', 'betydninger', 'af', 'bifrost', 'se', 'bifrost', 'bifrost', 'var', 'en', 'dansk', 'rockgruppe', 'der', 'blev', 'dannet', 'i', 'i', 'københavn', 'af', 'tom', 'lundn', 'og', 'finn', 'jensen', 'tom', 'lundn', 'var', 'uofficiel', 'hovedperson', 'og', 'skrev', 'og', 'sang', 'langt', 'de', 'fleste', 'af', 'deres', 'sange', 'deriblandt', 'hej', 'maria', 'det', 'er', 'morgen', 'og', 'mens', 'lyset', 'brænder', 'ud', 'sidstnævnte', 'blev', 'i', 'mange', 'år', 'brugt', 'som', 'tv', 'avisens', 'søndagsjingle', 'desuden', 'er', 'bifrost', 'kendt', 'for', 'christianiaslagsangen', 'i', 'kan', 'ikke', 'slå', 'os', 'ihjel', 'skrevet', 'af', 'tom', 'lundn', 'gruppens', 'popularitet', 'faldt', 'en', 'del', 'i', 'midten', 'af', 'erne', 'og', 'efter', 'udsendelsen', 'af', 'albummet', 'vand', 'jeg', 'kan', 'gå', 'på', 'hvor', 'gruppen', 'reelt', 'blot', 'bestod', 'af', 'tom', 'lundn', 'og', 'pia', 'cohn', 'indstillede', 'bifrost', 'reelt', 'sine', 'aktiviteter']"
Big Fat Snake,"['big', 'fat', 'snake', 'var', 'en', 'dansk', 'musikgruppe', 'inden', 'for', 'genrerne', 'rock', 'og', 'poprock', 'bandet', 'blev', 'dannet', 'i', 'og', 'den', 'sidste', 'besætning', 'bestod', 'af', 'sanger', 'anders', 'blichfeldt', 'guitarist', 'asger', 'steenholdt', 'keyboardspiller', 'pete', 'repete', 'trommeslager', 'jens', 'fredslund', 'og', 'bassist', 'morten', 'jay', 'jakobsen', 'gruppen', 'har', 'solgt', 'over', 'n', 'millioner', 'albums', 'big', 'fat', 'snake', 'er', 'bedst', 'kendt', 'for', 'sange', 'some', 'bonsoir', 'madame', 'no', 'peace', 'like', 'in', 'heaven', 'animal', 'og', 'someone', 'like', 'you', 'bandets', 'navn', 'er', 'taget', 'fra', 'omkvædet', 'til', 'bob', 'dylansangen', 'wiggle', 'wiggle', 'bandet', 'var', 'på', 'en', 'længere', 'afskedsturne', 'i', 'hvorefter', 'det', 'blev', 'enten', 'opløst', 'eller', 'sat', 'på', 'vågebluskilde', 'mangler']"
Bitch Boys,"['bitch', 'boys', 'var', 'et', 'dansk', 'band', 'der', 'officielt', 'blev', 'dannet', 'i', 'og', 'bestod', 'af', 'anne', 'linnet', 'berit', 'fridahl', 'jette', 'schandorf', 'og', 'rikke', 'veth', 'anne', 'linnet', 'syntes', 'ikke', 'der', 'var', 'nok', 'interessant', 'dansk', 'rockmusik', 'i', 'erne', 'så', 'hun', 'dannede', 'bitch', 'boys', 'for', 'at', 'fortsætte', 'sin', 'unikke', 'tilgang', 'til', 'kvinderock', 'dog', 'syntes', 'hun', 'at', 'bandet', 'blev', 'aldrig', 'det', 'helt', 'store', 'anne', 'linnet', 'boede', 'i', 'rom', 'i', 'den', 'samme', 'tid', 'da', 'hendes', 'albummer', 'thorvaldsen', 'og', 'pige', 'træd', 'varsomt', 'blev', 'lavet', 'sporadisk', 'arbejde', 'på', 'bitch', 'boys', 'fandt', 'allerede', 'sted', 'i', 'debutliveoptræden', 'af', 'bitch', 'boys', 'var', 'april', 'i', 'helsingør', 'det', 'eneste', 'album', 'bitch', 'boys', 'udgivet', 'i', 'modtog', 'negativ', 'omtale', 'i', 'pressen', 'albummet', 'bitch', 'boys', 'indeholder', 'en', 'coverversion', 'af', 'the', 'kinks', 'sang', 'you', 'really', 'got', 'me']"
Black City,"['black', 'city', 'var', 'et', 'dansk', 'rockband', 'dannet', 'i', 'bandet', 'bestod', 'af', 'bjørn', 'poulsen', 'vokal', 'og', 'guitar', 'kristian', 'klærke', 'guitar', 'og', 'kor', 'anders', 'borre', 'mathiesen', 'bas', 'og', 'kor', 'og', 'jakob', 'hanson', 'trommer', 'og', 'kor', 'deres', 'debutalbum', 'black', 'city', 'udkom', 'i', 'og', 'den', 'anden', 'og', 'sidste', 'udgivelse', 'fire', 'udkom', 'i', 'februar', 'bandet', 'gik', 'i', 'opløsning', 'i', 'oktober']"
Blue Sun,"['blue', 'sun', 'blå', 'sol', 'på', 'engelsk', 'var', 'en', 'dansk', 'jazzrockfusionsmusikgruppe', 'grundlagt', 'i', 'efteråret', 'bandets', 'sound', 'var', 'meget', 'speciel', 'inspireret', 'som', 'den', 'var', 'af', 'afrikansk', 'musik', 'free', 'jazz', 'og', 'amerikansk', 'blues', 'og', 'rocktradition', 'blue', 'suns', 'oprindelige', 'medlemmer', 'var', 'poul', 'ehlers', 'f', 'på', 'bas', 'jesper', 'zeuthen', 'nielsen', 'f', 'på', 'tenorsaxofon', 'søren', 'berggren', 'f', 'på', 'altsaxofon', 'og', 'fløjte', 'jan', 'kaspersen', 'f', 'på', 'keyboards', 'niels', 'pontoppidan', 'f', 'på', 'guitar', 'bo', 'jacobsen', 'f', 'på', 'trommer', 'og', 'afroamerikaneren', 'dale', 'allen', 'smith', 'f', 'med', 'sang', 'og', 'slagtøj', 'den', 'oprindelige', 'gruppe', 'ophørte', 'i', 'men', 'genopstod', 'ved', 'flere', 'senere', 'lejligheder', 'og', 'med', 'skiftende', 'besætning', 'den', 'var', 'fx', 'med', 'på', 'roskilde', 'festivalen', 'i', 'med', 'lone', 'kellermann', 'som', 'sanger', 'og', 'blev', 'senere', 'gendannet', 'også', 'i', 'en', 'provinsudgave', 'i', 'århus', 'med', 'bla', 'bo', 'jacobsen', 'som', 'en', 'af', 'hovedkræfterne', 'blue', 'sun', 'spillede', 'opvarmning', 'for', 'jimi', 'hendrix', 'i', 'kb', 'hallen', 'september', 'bandet', 'forenede', 'i', 'sin', 'musik', 'i', 'sin', 'spillemåde', 'og', 'i', 'sine', 'grundholdninger', 'og', 'selvopfattelse', 'mange', 'af', 'de', 'strømninger', 'der', 'kendetegnede', 'det', 'såkaldt', 'alternative', 'miljø', 'før', 'under', 'og', 'efter', 'thylejren', 'juliaugust', 'det', 'er', 'nok', 'grunden', 'til', 'at', 'der', 'lige', 'siden', 'har', 'svævet', 'en', 'mytologisk', 'næsten', 'halvreligiøs', 'aura', 'over', 'navnet', 'blue', 'sun', 'blue', 'sun', 'er', 'således', 'ved', 'siden', 'af', 'eik', 'skaløs', 'steppeulvene', 'ganske', 'enkelt', 'et', 'af', 'dansk', 'rockhistories', 'mest', 'legendariske', 'orkestre', 'det', 'er', 'også', 'betegnende', 'at', 'blue', 'sun', 'i', 'modsætning', 'til', 'de', 'fleste', 'andre', 'af', 'de', 'dengang', 'populære', 'orkestre', 'aldrig', 'bøjede', 'sig', 'for', 'eller', 'blev', 'en', 'del', 'af', 'det', 'kommercielle', 'cirkus', 'omkring', 'den', 'nye', 'musik', 'fx', 'afslog', 'det', 'at', 'deltage', 'i', 'newportfestivalen', 'i', 'new', 'york', 'på', 'grund', 'af', 'festivalens', 'kommercielle', 'karakter', 'i', 'udkom', 'en', 'live', 'cd', 'på', 'karma', 'records', 'som', 'samlede', 'de', 'bedste', 'numre', 'fra', 'bandets', 'koncerter', 'i']"
The Blue Van,"['the', 'blue', 'van', 'er', 'et', 'dansk', 'rockband', 'som', 'består', 'af', 'steffen', 'westmark', 'vokal', 'og', 'guitar', 'søren', 'christensen', 'guitar', 'keyboard', 'og', 'kor', 'allan', 'fjeldgaard', 'villadsen', 'bas', 'og', 'per', 'mølgaard', 'jørgensen', 'trommer', 'og', 'kor']"
Boat Man Love,"['boat', 'man', 'love', 'er', 'et', 'dansk', 'rockband', 'som', 'består', 'af', 'brødrene', 'troels', 'skjærbæk', 'og', 'lars', 'skjærbæk', 'som', 'også', 'var', 'en', 'del', 'af', 'det', 'hedengangne', 'dansksprogede', 'rockband', 'inside', 'the', 'whale', 'samt', 'søren', 'koch', 'guitar', 'og', 'johan', 'lei', 'gellett', 'trommer', 'desuden', 'har', 'boat', 'man', 'love', 'spillet', 'med', 'michael', 'falch']"
Brats,"['ikke', 'at', 'forveksle', 'med', 'bratz', 'brats', 'var', 'et', 'centralt', 'punkmetalband', 'på', 'den', 'danske', 'musikscene', 'bandet', 'blev', 'dannet', 'i', 'københavn', 'i', 'maj', 'af', 'sangeren', 'franz', 'de', 'zaster', 'michael', 'gorm', 'christiansen', 'sen', 'i', 'pubescent', 'hysteria', 'supportzv', 'group', 'og', 'no', 'fun', 'trommeslager', 'eddie', 'haircut', 'milan', 'balsgaard', 'også', 'i', 'elektrochok', 'og', 'sen', 'i', 'monomania', 'guitarist', 'hank', 'de', 'wank', 'sen', 'hank', 'shermann', 'opr', 'ren', 'krolmark', 'og', 'bassist', 'mickey', 'rat', 'michael', 'hillerup', 'sen', 'i', 'pinups', 'mickey', 'rat', 'og', 'hank', 'de', 'wank', 'havde', 'spillet', 'sammen', 'igennem', 'et', 'lille', 'års', 'tid', 'mickey', 'rat', 'var', 'en', 'flittig', 'gæst', 'til', 'koncerter', 'i', 'saltlageret', 'og', 'rockmaskinen', 'og', 'kom', 'derved', 'i', 'kontakt', 'med', 'folkene', 'omkring', 'den', 'danske', 'punkscenes', 'helt', 'spæde', 'start', 'sods', 'etc', 'på', 'den', 'måde', 'kom', 'han', 'til', 'at', 'lære', 'eddie', 'haircut', 'og', 'franz', 'de', 'zaster', 'at', 'kende', 'som', 'kom', 'med', 'i', 'bandet', 'eddie', 'haircut', 'var', 'på', 'det', 'tidspunkt', 'allerede', 'en', 'ferm', 'trommeslager', 'hvorimod', 'franz', 'de', 'zaster', 'endnu', 'ikke', 'havde', 'prøvet', 'kræfter', 'med', 'musikken', 'brats', 'livedebuterede', 'juli', 'og', 'spillede', 'bla', 'til', 'den', 'første', 'større', 'punkkoncert', 'i', 'danmark', 'concert', 'of', 'the', 'day', 'i', 'brumleby', 'til', 'en', 'lang', 'række', 'koncerter', 'i', 'saltlageret', 'samt', 'i', 'huset', 'i', 'århus', 'november', 'til', 'arrangementet', 'pære', 'punk', 'sammen', 'med', 'sods', 'no', 'knox', 'klich', 'lost', 'kids', 'og', 'dream', 'police', 'denne', 'version', 'af', 'brats', 'kan', 'høres', 'med', 'sangene', 'dreams', 'i', 'do', 'what', 'i', 'wanna', 'do', 'og', 'magazine', 'på', 'lpen', 'pære', 'punk', 'kong', 'pære', 'kplp', 'fra', 'labelet', 'kong', 'pære', 'var', 'et', 'underlabel', 'til', 'pladeselskabet', 'medley', 'bassist', 'mickey', 'rat', 'forlod', 'bandet', 'øjensynligt', 'efter', 'musikalske', 'uoverensstemmelser', 'med', 'hans', 'ven', 'hank', 'de', 'wank', 'og', 'startede', 'det', 'mere', 'the', 'jamthe', 'vapors', 'inspirerede', 'punkband', 'raven', 'sen', 'pinups', 'ind', 'kom', 'en', 'forholdsvis', 'kort', 'overgang', 'i', 'stedet', 'sniff', 'høkerberg', 'sen', 'i', 'support', 'og', 'monomania', 'på', 'bas']"
The Breakers,"['the', 'breakers', 'var', 'et', 'rockband', 'fra', 'danmark', 'bestående', 'af', 'toke', 'nisted', 'vokal', 'anders', 'bruus', 'guitar', 'og', 'jackie', 'larsen', 'bas', 'de', 'var', 'inspirerede', 'af', 'erne', 'og', 'ernes', 'rockmusik', 'som', 'the', 'faces', 'og', 'the', 'rolling', 'stones']"
The Broken Beats,"['the', 'broken', 'beats', 'blev', 'dannet', 'i', 'af', 'frontmand', 'sanger', 'og', 'sangskriver', 'kim', 'munk', 'med', 'en', 'klar', 'ambition', 'om', 'at', 'sælge', 'plader', 'uden', 'for', 'landets', 'grænser', 'og', 'ikke', 'for', 'hvem', 'som', 'helst', 'derfor', 'blev', 'the', 'broken', 'beats', 'første', 'demo', 'kun', 'sendt', 'til', 'selskaberne', 'geffen', 'og', 'hazelwood', 'i', 'henholdsvis', 'usa', 'og', 'tyskland', 'med', 'en', 'kontrakt', 'med', 'sidstnævnte', 'som', 'resultat', 'fra', 'til', 'var', 'the', 'broken', 'beats', 'derfor', 'travlt', 'beskæftiget', 'med', 'at', 'turnere', 'og', 'promovere', 'i', 'tyskland', 'dog', 'ikke', 'uden', 'interne', 'stridigheder', 'faktisk', 'var', 'uoverensstemmelserne', 'så', 'voldsomme', 'at', 'munk', 'efter', 'ved', 'udsendelsens', 'andet', 'album', 'i', 'var', 'eneste', 'tilbageværende', 'oprindelige', 'bandmedlem', 'som', 'om', 'der', 'ikke', 'var', 'nok', 'problemer', 'afviste', 'hazelwood', 'munks', 'bud', 'på', 'et', 'tredje', 'album', 'hvorefter', 'den', 'slukørede', 'sangsmed', 'vendte', 'snuden', 'mod', 'danmark', 'for', 'i', 'stedet', 'at', 'afprøve', 'mulighederne', 'i', 'hjemlandet', 'og', 'der', 'skulle', 'ikke', 'gå', 'lang', 'tid', 'før', 'alarm', 'bed', 'på', 'krogen', 'det', 'første', 'håndgribelige', 'resultat', 'blev', 'titlen', 'som', 'ugens', 'uundgåelige', 'på', 'p', 'i', 'uge', 'i', 'maj', 'med', 'den', 'perlende', 'singleforløber', 'essentials', 'et', 'nummer', 'der', 'også', 'siden', 'hen', 'i', 'efteråret', 'fængede', 'an', 'hos', 'seerne', 'på', 'drs', 'musikprogram', 'ligadk', 'd', 'september', 'udkom', 'så', 'the', 'broken', 'beats', 'første', 'studiealbum', 'udgivet', 'i', 'danmark', 'det', 'tredje', 'i', 'alt', 'in', 'the', 'ruin', 'for', 'the', 'perfect', 'hvor', 'munk', 'demonstrerer', 'sin', 'veludviklede', 'sans', 'for', 'at', 'skrive', 'smægtende', 'teatralsk', 'pop', 'rock', 'med', 'inspiration', 'fra', 'primært', 'engelske', 'navne', 'som', 'morrissey', 'the', 'divine', 'comedy', 'og', 'prefab', 'sprout', 'med', 'in', 'the', 'ruin', 'for', 'the', 'perfect', 'blev', 'the', 'broken', 'beats', 'nomineret', 'til', 'den', 'prestigefyldte', 'p', 'prisen', 'og', 'nomineret', 'i', 'flere', 'kategorier', 'til', 'kritikerprisen', 'steppeulven', 'samme', 'år', 'i', 'løbet', 'af', 'turnerede', 'the', 'broken', 'beats', 'i', 'danmark', 'og', 'europa', 'og', 'spillede', 'bla', 'på', 'roskilde', 'festival', 'i', 'januar', 'udkom', 'the', 'broken', 'beats', 'fjerde', 'album', 'youre', 'powerful', 'beautiful', 'and', 'extrodinary', 'og', 'første', 'single', 'the', 'rules', 'var', 'igen', 'ugens', 'uundgåelige', 'på', 'p', 'the', 'rules', 'blev', 'senere', 'titelsang', 'i', 'drs', 'satireserie', 'manden', 'med', 'de', 'gyldne', 'ører']"
Chainsaw Eaters,"['der', 'er', 'for', 'få', 'eller', 'ingen', 'kildehenvisninger', 'i', 'denne', 'artikel', 'hvilket', 'er', 'et', 'problem', 'du', 'kan', 'hjælpe', 'ved', 'at', 'angive', 'troværdige', 'kilder', 'til', 'de', 'påstande', 'som', 'fremføres', 'i', 'artiklen', 'chainsaw', 'eaters', 'er', 'en', 'dansk', 'postpunkduo', 'der', 'blev', 'dannet', 'i', 'den', 'består', 'af', 'forsangeren', 'kim', 'wolf', 'andersen', 'der', 'også', 'spiller', 'synthesizer', 'og', 'lars', 'buch', 'laursen', 'på', 'trommer', 'chainsaw', 'eaters', 'er', 'inspireret', 'af', 'danske', 'bands', 'som', 'bla', 'sods', 'ballet', 'mcanique', 'og', 'before', 'og', 'udenlanske', 'bands', 'som', 'joy', 'division', 'new', 'order', 'daf', 'og', 'the', 'curekilde', 'mangler', 'bandet', 'har', 'spillet', 'på', 'bla', 'warehouse', 'club', 'faust', 'ddsmaskinen', 'spektakel', 'bumzen', 'drone', 'studenterhuset', 'loppen', 'rust', 'og', 'huset', 'i', 'magstræde', 'bla', 'til', 'a', 'scream', 'in', 'the', 'dark', 'festivalen', 'samt', 'rundt', 'om', 'i', 'danmark', 'chainsaw', 'eaters', 'var', 'fra', 'marts', 'på', 'en', 'europaturn', 'der', 'omfattede', 'danmark', 'tyskland', 'frankrig', 'belgien', 'schweiz', 'polen', 'og', 'tjekkiet', 'sammen', 'med', 'postpunk', 'bandet', 'the', 'city', 'kill']"
Charlatangruppen,"['charlatangruppen', 'senere', 'blot', 'charlatan', 'var', 'et', 'dansk', 'poprockband', 'fra', 'erne', 'og', 'først', 'i', 'erne', 'charlatangruppen', 'opstod', 'ud', 'af', 'et', 'musikmiljø', 'i', 'lyngby', 'hvorfra', 'flere', 'af', 'de', 'oprindelige', 'medlemmer', 'kendte', 'hinanden', 'den', 'gennemgående', 'person', 'i', 'gruppen', 'var', 'thorstein', 'thomsen', 'der', 'tidligere', 'sammen', 'med', 'ivan', 'horn', 'per', 'wium', 'og', 'ren', 'wulff', 'også', 'havde', 'spillet', 'med', 'cv', 'jørgensen', 'på', 'dennes', 'første', 'plader', 'gruppen', 'havde', 'varierende', 'besætning', 'i', 'sin', 'levetid', 'og', 'udgav', 'fem', 'album', 'i', 'perioden', 'inden', 'den', 'blev', 'opløst', 'kort', 'efter', 'udgivelsen', 'af', 'det', 'femte', 'album', 'pop']"
Christianshavns Bluesband,"['christianhavns', 'bluesband', 'cbb', 'var', 'et', 'dansk', 'bluesband', 'der', 'eksisterede', 'fra', 'det', 'blev', 'dannet', 'i', 'københavn', 'af', 'lone', 'kellermann', 'sang', 'franz', 'beckerlee', 'guitar', 'sten', 'haxø', 'sang', 'guitar', 'søren', 'berlev', 'trommer', 'peter', 'mandorf', 'saxofon', 'tan', 'krølle', 'erik', 'sang', 'guitar', 'og', 'pede', 'meyer', 'bas', 'ved', 'opløsningen', 'af', 'christianshavns', 'bluesband', 'i', 'januar', 'var', 'besætningen', 'lone', 'kellerman', 'jørgen', 'rygaard', 'guitar', 'sten', 'haxø', 'peter', 'mandorf', 'jakob', 'hede', 'trommer', 'morten', 'hall', 'bas', 'guitar', 'og', 'peter', 'bluestime', 'sang', 'guitar', 'christianshavns', 'bluesband', 'spillede', 'primært', 'covernumre', 'og', 'var', 'i', 'perioden', 'fra', 'til', 'opløsningen', 'i', 'januar', 'et', 'af', 'danmarks', 'hårdest', 'turnerende', 'rockorkestrekilde', 'mangler', 'med', 'omkring', 'koncerter', 'om', 'året', 'i', 'foråret', 'var', 'søren', 'vandborg', 'med', 'på', 'sang', 'i', 'udkom', 'dobbeltcden', 'christianshavns', 'bluesband', 'were', 'only', 'in', 'it', 'for', 'the', 'funny', 'dobbeltcden', 'rummer', 'dels', 'en', 'cd', 'med', 'numre', 'optaget', 'i', 'sweet', 'silence', 'studios', 'og', 'dels', 'en', 'cd', 'med', 'liveoptagelser', 'fra', 'blandt', 'andet', 'skandeborg', 'festival', 'cbb', 'var', 'præget', 'af', 'en', 'særdeles', 'energisk', 'sceneoptrædenkilde', 'mangler']"
The City Kill,"['the', 'city', 'kill', 'dannet', 'dansk', 'postpunk', 'band', 'med', 'støjrock', 'og', 'drone', 'elementer', 'bandets', 'sound', 'er', 'præget', 'af', 'rumklang', 'twanget', 'guitar', 'og', 'tribal', 'trommer', 'udtrykket', 'er', 'udpræget', 'dystert', 'gruppens', 'stil', 'kan', 'lede', 'tankerne', 'hen', 'på', 'bla', 'the', 'birthday', 'party', 'lydia', 'lunch', 'the', 'gun', 'club', 'nico', 'mfl', 'bandet', 'selv', 'nævner', 'bla', 'sonic', 'youth', 'the', 'birthday', 'party', 'nick', 'cave', 'and', 'the', 'bad', 'seeds', 'joy', 'division', 'og', 'crime', 'amp', 'the', 'city', 'solution', 'som', 'inspirationskilder', 'bandet', 'består', 'af', 'signe', 'elin', 'gram', 'vokal', 'bas', 'guitar', 'tobias', 'bendixen', 'guitar', 'bas', 'vokal', 'også', 'i', 'even', 'dwarfs', 'bjarke', 'mønsted', 'guitar', 'trommer', 'og', 'matthew', 'moller', 'guitar', 'trommer', 'bandet', 'er', 'en', 'del', 'af', 'red', 'tape', 'kollektivet', 'hvor', 'bandets', 'albums', 'også', 'udkommer', 'days', 'full', 'of', 'joy', 'bandets', 'andet', 'album', 'udkom', 'den', 'februar']"
City-X,"['cityx', 'var', 'et', 'dansk', 'punkband', 'der', 'var', 'aktivt', 'i', 'men', 'som', 'har', 'spillet', 'en', 'række', 'revivalkoncerter', 'siden', 'bandet', 'blev', 'dannet', 'i', 'forbindelse', 'med', 'punkkoncerten', 'concert', 'of', 'the', 'moment', 'der', 'blev', 'afviklet', 'i', 'saltlageret', 'i', 'københavn', 'den', 'november', 'ved', 'koncerten', 'spillede', 'de', 'to', 'bands', 'city', 'roots', 'og', 'youx', 'der', 'i', 'tilknytning', 'til', 'koncerten', 'gik', 'sammen', 'om', 'det', 'nye', 'band', 'cityx', 'optagelser', 'med', 'city', 'roots', 'og', 'youx', 'er', 'medtaget', 'på', 'albummet', 'concert', 'of', 'the', 'moment', 'som', 'cityx', 'debuterede', 'gruppen', 'i', 'med', 'singlen', 'ude', 'af', 'drift', 'på', 'selskabet', 'irmgardz', 'gruppens', 'tekster', 'der', 'hovedsageligt', 'var', 'på', 'dansk', 'var', 'som', 'oftest', 'drevet', 'af', 'en', 'stærk', 'indignation', 'overfor', 'samfundets', 'behandling', 'af', 'de', 'svageste', 'og', 'mest', 'udsatte', 'grupper', 'gruppen', 'havde', 'derfor', 'også', 'en', 'ret', 'stor', 'tilknytning', 'til', 'miljøet', 'omkring', 'ungdomshuset', 'på', 'jagtvej', 'fra', 'husets', 'start', 'i', 'da', 'miljøet', 'blev', 'betegnet', 'som', 'bz', 'miljøet', 'på', 'den', 'tidligste', 'danske', 'punkscene', 'var', 'cityx', 'nok', 'det', 'mest', 'hardcore', 'punk', 'inspirerede', 'band', 'hardcore', 'punk', 'er', 'en', 'undergenre', 'til', 'punk', 'rocken', 'genren', 'opstod', 'i', 'usa', 'og', 'havde', 'sit', 'gennembrud', 'i', 'ca', 'med', 'bands', 'som', 'bla', 'black', 'flag', 'og', 'dead', 'kennedys', 'hardcore', 'punken', 'var', 'også', 'fortrinsvis', 'den', 'genre', 'der', 'levede', 'videre', 'i', 'ungdomshuset', 'efter', 'den', 'første', 'samtidige', 'bølge', 'af', 'punk', 'var', 'slut', 'cityx', 'spillede', 'bla', 'opvarmning', 'for', 'stiff', 'little', 'fingers', 'i', 'og', 'dead', 'kennedys', 'i', 'samt', 'på', 'roskilde', 'festival', 'i', 'efter', 'opløsningen', 'i', 'har', 'bandet', 'spillet', 'adskillige', 'revivalkoncerter', 'gruppen', 'der', 'udsprang', 'fra', 'rødovre', 'bestod', 'af', 'hanseqrt', 'hans', 'kurt', 'fauerby', 'på', 'vokalguitar', 'fra', 'youx', 'larry', 'green', 'lars', 'grønning', 'på', 'bas', 'spillede', 'trommer', 'i', 'youx', 'og', 'gert', 'oestrich', 'på', 'trommer', 'fra', 'city', 'roots']"
Cola Freaks,"['cola', 'freaks', 'er', 'et', 'århusiansk', 'punkrock', 'new', 'wave', 'band', 'bandet', 'blev', 'dannet', 'i', 'slutningen', 'af', 'med', 'tidligere', 'medlemmer', 'af', 'bands', 'som', 'tæve', 'og', 'rotter', 'musikken', 'er', 'inspireret', 'af', 'punk', 'og', 'newwave', 'teksterne', 'er', 'på', 'dansk', 'bandet', 'er', 'opkaldt', 'efter', 'en', 'sang', 'af', 'det', 'danske', 'punk', 'band', 'lost', 'kids', 'medlemmerne', 'i', 'cola', 'freaks', 'spiller', 'sideløbende', 'i', 'bands', 'som', 'the', 'johns', 'og', 'rotter', 'mfl', 'deres', 'debut', 'udkom', 'i', 'sommeren', 'på', 'det', 'danske', 'selskab', 'hjernespind', 'i', 'forholdsvis', 'blå', 'hvid', 'og', 'sort', 'farvet', 'vinyl', 'oplaget', 'på', 'eksemplarer', 'blev', 'hurtigt', 'udsolgt', 'og', 'hjernespind', 'har', 'siden', 'lavet', 'flere', 'genoptryk', 'i', 'august', 'drog', 'de', 'til', 'usa', 'på', 'en', 'imponerende', 'to', 'måneder', 'lang', 'turn', 'der', 'dækkede', 'stater', 'i', 'alt', 'på', 'daværende', 'tidspunkt', 'havde', 'bandet', 'eksisteret', 'i', 'mindre', 'end', 'et', 'år', 'og', 'kun', 'udgivet', 'en', 'enkelt', 'ep', 'hjernespind', 'udgav', 'deres', 'anden', 'ep', 'i', 'maj', 'med', 'de', 'sange', 'cola', 'freaks', 'optog', 'på', 'deres', 'usa', 'turne', 'i', 'memphis', 'med', 'alicja', 'trout', 'river', 'city', 'tanlines', 'lost', 'sounds', 'bag', 'mixerpulten', 'udover', 'de', 'to', 'har', 'cola', 'freaks', 'udgivet', 'en', 'på', 'det', 'amerikanske', 'selskab', 'local', 'cross', 'som', 'blev', 'udgivet', 'i', 'juli', 'som', 'pladeselskabets', 'første', 'udgivelse', 'senere', 'i', 'udkom', 'der', 'en', 'split', 'single', 'med', 'det', 'amerikanske', 'band', 'autistic', 'youth', 'på', 'blackwater', 'records', 'sangene', 'fra', 'denne', 'single', 'optog', 'cola', 'freaks', 'i', 'memphis', 'med', 'jay', 'reatard', 'bag', 'knapperne', 'i', 'sensommeren', 'tog', 'bandet', 'igen', 'på', 'turn', 'i', 'usa', 'denne', 'gang', 'som', 'opvarmningsband', 'for', 'jay', 'reatard', 'cola', 'freaks', 'spillede', 'på', 'roskilde', 'festival', 'i', 'herudover', 'deltog', 'de', 'i', 'den', 'alternative', 'musikfestival', 'a', 'scream', 'in', 'the', 'dark', 'der', 'blev', 'afholdt', 'i', 'huset', 'i', 'magstræde', 'og', 'medvirker', 'på', 'den', 'efterfølgende', 'vinyludgivelse', 'med', 'nummeret', 'dødt', 'batteri', 'rygterne', 'siger', 'at', 'der', 'i', 'vil', 'komme', 'en', 'lp', 'på', 'hjernespind']"
Culpeper's Orchard,"['culpepers', 'orchard', 'var', 'et', 'dansk', 'rockband', 'dannet', 'i', 'af', 'cy', 'nicklin', 'sang', 'og', 'guitar', 'nils', 'henriksen', 'guitar', 'piano', 'kor', 'michael', 'friis', 'bas', 'orgel', 'og', 'rodger', 'barker', 'trommer', 'det', 'skiftede', 'i', 'navn', 'til', 'culpeper', 'hvor', 'thomas', 'puggaardmller', 'spillede', 'guitar', 'og', 'gary', 'nicklin', 'medvirkede', 'som', 'korsanger', 'lavede', 'lyd', 'live', 'og', 'var', 'producer', 'set', 'i', 'bakspejlet', 'var', 'culpepers', 'orchard', 'et', 'band', 'der', 'på', 'få', 'år', 'rekrutterede', 'navne', 'som', 'nils', 'henriksen', 'niels', 'vangkilde', 'thomas', 'puggardmller', 'nils', 'tuxen', 'ken', 'gudman', 'rodger', 'barker', 'tom', 'mcewan', 'thor', 'backhausen', 'og', 'michael', 'friis', 'af', 'international', 'klasse', 'i', 'de', 'senere', 'år', 'har', 'udenlandske', 'rockmagasiner', 'opdaget', 'det', 'potentiale', 'culpepers', 'orchard', 'var', 'i', 'besiddelse', 'af', 'og', 'de', 'er', 'blevet', 'sammenlignet', 'med', 'nogle', 'af', 'de', 'største', 'engelske', 'og', 'amerikanske', 'navne', 'fra', 'samme', 'tidspunkt']"
